Export_country,Austria,Belgium,Brazil,Canada,China (mainland),France,Germany,India,Indonesia,Iran,Italy,Japan,Malaysia,Mexico,Netherlands,Oman,Russia,Slovakia,South Korea,Taiwan,Turkey,Ukraine,United Kingdom,United States,Vietnam
Italy,0.6488323605114692,0.8395378869141487,-0.4062451899651871,-0.7418647515067062,0.10460992473379849,0.5926828489802385,0.5198511417692366,-0.6308030877603569,-0.4904300770581315,-0.1477545303456648,1.0,0.22121458094896856,-0.341252986163634,-0.6560710208625338,0.6315143422896586,-0.6783401494054064,0.34917129302690225,0.069528754310771,-0.019190857161113288,0.1943253640374417,-0.27820754663772984,0.5677089520657664,0.3477855243958366,-0.5307203066223295,-0.47601896870872207
Japan,0.5811958815692296,0.25273080793014635,-0.2518395044273647,-0.029868310314740614,0.03166104517219984,0.34703731632735435,0.2172226823860429,-0.33863134757130964,-0.5865411320079178,-0.3887108604389392,0.22121458094896856,1.0,-0.5657983036656113,-0.19914045285423618,0.49087001855744206,-0.34140400903455465,-0.23268600699559192,0.11191308070709637,0.4536436661257434,0.7362914060650462,-0.18901219071639294,0.37125122966022905,0.7895077006666131,-0.11678247457595045,-0.6372258406844438
Malaysia,-0.45599473025630377,-0.26581677085021527,0.37469148163951227,0.41942998964881556,-0.4702734633690958,-0.4109585168381158,-0.1382281194465206,0.5112782391078834,0.5008057372060409,0.168347469346772,-0.341252986163634,-0.5657983036656113,1.0,0.6115386998317686,-0.552827845359136,0.6337700129730248,-0.10215587283707774,-0.46616249012781324,0.08585445734590409,-0.29843813576200856,0.6056543458622489,-0.4097786277851008,-0.6321656213683297,0.47041712304680927,0.6279279603213967
Mexico,-0.455909772864431,-0.6051571695467812,0.18233936329016842,0.8201397023230012,-0.5531419399016106,-0.4378468805647852,-0.25837122790085787,0.6264789856359354,0.47169658911996665,0.14819711267857869,-0.6560710208625338,-0.19914045285423618,0.6115386998317686,1.0,-0.574495233629781,0.8130849480726193,-0.33033700197842547,-0.20917314289507336,0.23387621722000043,0.029636987566430587,0.633990370986934,-0.42675927691293275,-0.3709556529798725,0.6901388168802539,0.5475974947901988
Netherlands,0.6627119068882448,0.6057576980741584,-0.294303652276445,-0.4903077847535134,0.11882355600528464,0.6213139528477584,0.5666979489585029,-0.614327035609765,-0.6546091495874895,-0.14048771030481388,0.6315143422896586,0.49087001855744206,-0.552827845359136,-0.574495233629781,1.0,-0.5239486396861845,0.1429545794900132,0.27079318028872096,0.20960358306228274,0.38965813350548384,-0.3686366864422578,0.4320148279227905,0.5441816875271684,-0.3817229113357738,-0.6039683176426401
Oman,-0.37361703610363894,-0.5231859772265941,0.34863945046787437,0.8438353000333597,-0.31854759370026686,-0.5736303494471003,-0.08453512309892616,0.5350873798442881,0.6051927459806241,0.3113153816380752,-0.6783401494054064,-0.34140400903455465,0.6337700129730248,0.8130849480726193,-0.5239486396861845,1.0,-0.5319113418187736,-0.24967283403610616,0.2859064297969583,0.0070206481494201195,0.40220755490387167,-0.644579428832795,-0.5280477172198834,0.7392672867250848,0.5449792451183777
Russia,-0.059917888477946726,0.12153832777234358,-0.4193970485528072,-0.5802348697530558,-0.26271334200875185,0.41585433443752107,-0.27078419051509756,-0.04953846419192004,-0.3421357446089036,-0.31814429736655153,0.34917129302690225,-0.23268600699559192,-0.10215587283707774,-0.33033700197842547,0.1429545794900132,-0.5319113418187736,1.0,0.02945496364705727,-0.6676834826948641,-0.48550454570009355,0.02836199104306198,0.6111461116602879,0.044768833365641546,-0.6657542973999186,0.07734672955052582
Slovakia,0.023145816974995286,0.14805537260449886,-0.018400695529666257,-0.0636647211842499,0.29453804848167114,0.32252627524060323,0.1643716977507239,-0.2967618676665324,-0.3650641199526262,0.33857908316466495,0.069528754310771,0.11191308070709637,-0.46616249012781324,-0.20917314289507336,0.27079318028872096,-0.24967283403610616,0.02945496364705727,1.0,-0.12160048742910005,-0.03224356206138952,-0.09771039785653302,-0.10529483717871109,0.01517282290396029,0.010543979593202434,-0.39984986102066805
South Korea,0.3075604117801105,0.15742631742047858,0.24466487554114277,0.3283742301527955,-0.098877648585912,-0.10159182421685482,0.3947040794931553,-0.12983489900206585,-0.10538656155452829,0.03007915441094515,-0.019190857161113288,0.4536436661257434,0.08585445734590409,0.23387621722000043,0.20960358306228274,0.2859064297969583,-0.6676834826948641,-0.12160048742910005,1.0,0.5643134660775934,0.02098548700242153,-0.1353331066684484,0.24036478376240808,0.37583047755251353,-0.23468801593434588
Taiwan,0.5443618975941045,0.27869993274699906,-0.1524645856242423,0.2140345293305286,-0.08278844403142081,0.10966326187395435,0.3536004115973622,-0.19635702156751725,-0.2539302324502315,-0.15144832131073407,0.1943253640374417,0.7362914060650462,-0.29843813576200856,0.029636987566430587,0.38965813350548384,0.0070206481494201195,-0.48550454570009355,-0.03224356206138952,0.5643134660775934,1.0,-0.08480640037046604,0.1265408732275423,0.570308599672207,0.19573896403326632,-0.44554714494895653
Turkey,-0.3518847066956315,-0.2841609119601722,0.22434949514013,0.42477162861900963,-0.5815708136254183,-0.10796701978155207,-0.1827604884053883,0.3602484247627867,0.19451322879617272,-0.014743791252759637,-0.27820754663772984,-0.18901219071639294,0.6056543458622489,0.633990370986934,-0.3686366864422578,0.40220755490387167,0.02836199104306198,-0.09771039785653302,0.02098548700242153,-0.08480640037046604,1.0,-0.19334867218375149,-0.32838177983508743,0.3895433685847846,0.3796371605622174
Ukraine,0.5006739538364512,0.3930513004205932,-0.6041411875116245,-0.6285340419931834,-0.27002073767947676,0.47444530410381947,0.04605858299390466,-0.2572730045710173,-0.5629348575197304,-0.6262590314792754,0.5677089520657664,0.37125122966022905,-0.4097786277851008,-0.42675927691293275,0.4320148279227905,-0.644579428832795,0.6111461116602879,-0.10529483717871109,-0.1353331066684484,0.1265408732275423,-0.19334867218375149,1.0,0.5760258944808381,-0.7273777241858892,-0.21304230687910738
United Kingdom,0.639239804413143,0.32229349580956623,-0.32807272796851905,-0.29815159713528916,0.05939750692243642,0.45551848213274637,0.16864308131832428,-0.42872839489085285,-0.5871217117007933,-0.5849888426627293,0.3477855243958366,0.7895077006666131,-0.6321656213683297,-0.3709556529798725,0.5441816875271684,-0.5280477172198834,0.044768833365641546,0.01517282290396029,0.24036478376240808,0.570308599672207,-0.32838177983508743,0.5760258944808381,1.0,-0.380099792575129,-0.6323358055440301
United States,-0.23262044294353262,-0.25160046511792417,0.5338464965218617,0.8007977149725314,-0.2261645630573229,-0.4502853561146639,0.0675548392598498,0.37571022145047717,0.39549123616400333,0.5334676541546963,-0.5307203066223295,-0.11678247457595045,0.47041712304680927,0.6901388168802539,-0.3817229113357738,0.7392672867250848,-0.6657542973999186,0.010543979593202434,0.37583047755251353,0.19573896403326632,0.3895433685847846,-0.7273777241858892,-0.380099792575129,1.0,0.19082361149821978
Vietnam,-0.5521510341221157,-0.5221688545135469,0.07775068393994757,0.2921977705927572,-0.4362420268223043,-0.4678242421412451,-0.4168563019063216,0.7439863203577419,0.6096766563636802,0.09573718797578244,-0.47601896870872207,-0.6372258406844438,0.6279279603213967,0.5475974947901988,-0.6039683176426401,0.5449792451183777,0.07734672955052582,-0.39984986102066805,-0.23468801593434588,-0.44554714494895653,0.3796371605622174,-0.21304230687910738,-0.6323358055440301,0.19082361149821978,1.0
